"tier","base_bgg_id","base_name","expansion_id","expansion_name","is_fan","is_promo"
"A","310100","Nemesis: Lockdown","386776","Nemesis: Story Dice Expansion – Intruder","False","False"
"A","310100","Nemesis: Lockdown","386781","Nemesis: Story Dice Expansion – Space Cat","False","False"
"A","184267","On Mars","296981","On Mars: Upgrade Pack","False","False"
"A","266810","Paladins of the West Kingdom","290834","Level Up Loot 2","False","False"
"A","266810","Paladins of the West Kingdom","317980","Paladins of the West Kingdom: City of Crowns","False","False"
"A","266810","Paladins of the West Kingdom","304626","Paladins of the West Kingdom: King Dan","False","False"
"A","266810","Paladins of the West Kingdom","295660","Paladins of the West Kingdom: Meeple Folk","False","False"
"A","266810","Paladins of the West Kingdom","432453","Paladins of the West Kingdom: Player Suspicion Decks","False","False"
"A","266810","Paladins of the West Kingdom","330372","Paladins of the West Kingdom: Suzerain","False","False"
"A","266810","Paladins of the West Kingdom","327244","Paladins of the West Kingdom: The Vassals Mini-Expansion","False","False"
"A","266810","Paladins of the West Kingdom","296152","The West Kingdom Tomesaga","False","False"
"S","304510","Pampero","403056","Pampero: Clear Skies","False","False"
"S","304510","Pampero","436028","Pampero: Project Verne","False","False"
"S","304510","Pampero","424681","Pampero: Windfarm Connection Tiles","False","False"
"A","3076","Puerto Rico","286086","Deutscher Spielepreis Classic Goodie Box","False","False"
"A","3076","Puerto Rico","292912","Puerto Rico: Buccaneer","False","False"
"A","3076","Puerto Rico","12382","Puerto Rico: Expansion I – New Buildings","False","False"
"A","3076","Puerto Rico","159761","Puerto Rico: Expansion II – The Nobles","False","False"
"A","3076","Puerto Rico","270125","Puerto Rico: Expansions 1&2 – The New Buildings & The Nobles","False","False"
"A","3076","Puerto Rico","291423","Puerto Rico: Festival en Puerto Rico","False","False"
"A","169786","Scythe","262151","Scythe: Encounters","False","False"
"A","169786","Scythe","199727","Scythe: Invaders from Afar","False","False"
"A","169786","Scythe","279304","Scythe: Modular Board","False","False"
"A","169786","Scythe","242277","Scythe: The Rise of Fenris","False","False"
"A","169786","Scythe","223555","Scythe: The Wind Gambit","False","False"
"S","418059","SETI: Search for Extraterrestrial Intelligence","445048","SETI: Space Agencies","False","False"
"A","202426","Sidereal Confluence","456634","Sidereal Confluence: Proliferation","False","False"
"A","242302","Space Base","322546","Space Base: Biodome","False","False"
"A","242302","Space Base","277564","Space Base: Command Station","False","False"
"A","242302","Space Base","388569","Space Base: Genesis","False","False"
"A","242302","Space Base","266483","Space Base: The Emergence of Shy Pluto","False","False"
"A","242302","Space Base","349810","Space Base: The Mysteries of Terra Proxima","False","False"
"A","242302","Space Base","449898","Space Base: Velocity","False","False"
"S","375459","Speakeasy","450413","Speakeasy: Upgrade Pack","False","False"
"A","281258","Sub Terra II: Inferno's Edge","290827","Sub Terra II: Arima's Light","False","False"
"A","281258","Sub Terra II: Inferno's Edge","290828","Sub Terra II: Typhaon Wakes","False","False"
"A","306481","Tawantinsuyu: The Inca Empire","350461","Loot Box #1","False","False"
"A","306481","Tawantinsuyu: The Inca Empire","350465","Tawantinsuyu: Book of Challenges","False","False"
"A","306481","Tawantinsuyu: The Inca Empire","374348","Tawantinsuyu: Children of the Inca","False","False"
"S","297030","Tekhenu: Obelisk of the Sun","350461","Loot Box #1","False","False"
"S","297030","Tekhenu: Obelisk of the Sun","350463","Tekhenu: Book of Challenges","False","False"
"S","297030","Tekhenu: Obelisk of the Sun","350464","Tekhenu: Noble Buildings","False","False"
"S","297030","Tekhenu: Obelisk of the Sun","301358","Tekhenu: Obelisk of the Sun – Foundations of Karnak","False","False"
"S","297030","Tekhenu: Obelisk of the Sun","375608","Tekhenu: Obelisk of the Sun – Warmth of a Cat mini-expansion","False","False"
"S","381715","Teotihuacan: City of Gods – Deluxe Master Set","315049","Teotihuacan: City of Gods – 5th Player Expansion","False","False"
"A","167791","Terraforming Mars","473099","Terraforming Mars: 2vs2","False","False"
"A","167791","Terraforming Mars","406001","Terraforming Mars: Amazonis & Vastitas","False","False"
"A","167791","Terraforming Mars","401513","Terraforming Mars: Amazonis Planitia – Big Board Edition","False","False"
"A","167791","Terraforming Mars","395612","Terraforming Mars: Automa","False","False"
"A","167791","Terraforming Mars","241497","Terraforming Mars: BGG User-Created Corporation Pack","False","False"
"A","167791","Terraforming Mars","311247","Terraforming Mars: Big Box","False","False"
"A","167791","Terraforming Mars","428401","Terraforming Mars: Cardboard Map Box Big Box Extension","False","False"
"A","167791","Terraforming Mars","468457","Terraforming Mars: Floyd Continuum","False","False"
"A","167791","Terraforming Mars","401114","Terraforming Mars: Milestones & Awards","False","False"
"A","167791","Terraforming Mars","468570","Terraforming Mars: New Holland","False","False"
"A","167791","Terraforming Mars","387809","Terraforming Mars: Prelude 2","False","False"
"A","167791","Terraforming Mars","365385","Terraforming Mars: Terra Cimmeria – Big Board Edition","False","False"
"A","167791","Terraforming Mars","428511","Terraforming Mars: Utopia & Cimmeria","False","False"
"A","167791","Terraforming Mars","359145","Terraforming Mars: Utopia Planitia – Big Board Edition","False","False"
"A","167791","Terraforming Mars","365384","Terraforming Mars: Vastitas Borealis – Big Board Edition","False","False"
"A","167791","Terraforming Mars","459369","Terraforming Mars: Weather Balloons","False","False"
"A","328871","Terraforming Mars: Ares Expedition","358738","Terraforming Mars: Ares Expedition – Crisis","False","False"
"A","328871","Terraforming Mars: Ares Expedition","358739","Terraforming Mars: Ares Expedition – Discovery","False","False"
"A","328871","Terraforming Mars: Ares Expedition","358741","Terraforming Mars: Ares Expedition – Discovery · Foundations · Crisis","False","False"
"A","328871","Terraforming Mars: Ares Expedition","358740","Terraforming Mars: Ares Expedition – Foundations","False","False"
"A","172047","The Others","186076","The Others: 7 Sins – Apocalypse Expansion","False","False"
"A","172047","The Others","272899","The Others: 7 Sins – Apocalypse Extras","False","False"
"A","172047","The Others","186105","The Others: 7 Sins – Beta Team Expansion","False","False"
"A","172047","The Others","186079","The Others: 7 Sins – Delta Team Expansion","False","False"
"A","172047","The Others","186094","The Others: 7 Sins – Envy Expansion","False","False"
"A","172047","The Others","186078","The Others: 7 Sins – Gamma Team Expansion","False","False"
"A","172047","The Others","186090","The Others: 7 Sins – Gluttony Expansion","False","False"
"A","172047","The Others","186092","The Others: 7 Sins – Greed Expansion","False","False"
"A","172047","The Others","186091","The Others: 7 Sins – Lust Expansion","False","False"
"A","172047","The Others","186086","The Others: 7 Sins – Men of FAITH","False","False"
"A","172047","The Others","186106","The Others: 7 Sins – Omega Team Expansion","False","False"
"A","172047","The Others","186085","The Others: 7 Sins – Sons of Ragnarok Expansion","False","False"
"A","172047","The Others","186093","The Others: 7 Sins – Wrath Expansion","False","False"
"A","295293","The Thing: The Boardgame","360978","The Thing: Human Miniatures Set 2","False","False"
"A","260923","Titan","355759","Titan: For Science!","False","False"
"A","260923","Titan","355754","Titan: It came from below!","False","False"
"A","260923","Titan","355755","Titan: Starbot","False","False"
"A","260923","Titan","355763","Titan: The E-Team","False","False"
"A","299450","Tsukuyumi: Full Moon Down (Second Edition)","334031","Tsukuyumi: Event Horizon","False","False"
"A","299450","Tsukuyumi: Full Moon Down (Second Edition)","288339","Tsukuyumi: Full Moon Down – Leadership Cards","False","False"
"A","299450","Tsukuyumi: Full Moon Down (Second Edition)","333155","Tsukuyumi: Full Moon Down (Second Edition) – After the Moonfall Expansion","False","False"
"A","299450","Tsukuyumi: Full Moon Down (Second Edition)","427711","Tsukuyumi: Full Moon Down (Second Edition) – Amaterasu Rising","False","False"
"A","299450","Tsukuyumi: Full Moon Down (Second Edition)","439026","Tsukuyumi: Full Moon Down (Second Edition) – Forces of Nature","False","False"
"A","299450","Tsukuyumi: Full Moon Down (Second Edition)","342635","Tsukuyumi: Full Moon Down (Second Edition) – Kickstarter Exclusives","False","False"
"A","299450","Tsukuyumi: Full Moon Down (Second Edition)","439029","Tsukuyumi: Full Moon Down (Second Edition) – New Dawn","False","False"
"A","299450","Tsukuyumi: Full Moon Down (Second Edition)","439033","Tsukuyumi: Full Moon Down (Second Edition) – Scenario Booklet","False","False"
"S","290484","Unsettled","358003","Unsettled: Blackout","False","False"
"S","290484","Unsettled","358004","Unsettled: Gniir","False","False"
"S","290484","Unsettled","341037","Unsettled: Kaelyfos","False","False"
"S","290484","Unsettled","358002","Unsettled: Koguya","False","False"
"S","290484","Unsettled","458932","Unsettled: LUNA","False","False"
"S","290484","Unsettled","405580","Unsettled: Luna's Synthesizer","False","False"
"S","290484","Unsettled","358009","Unsettled: Scientific Fascinations","False","False"
"S","290484","Unsettled","358008","Unsettled: Scientific Specializations","False","False"
"S","290484","Unsettled","341036","Unsettled: Strannos","False","False"
"S","290484","Unsettled","358007","Unsettled: Survival Task Pack 1","False","False"
"S","290484","Unsettled","409629","Unsettled: Survival Task Pack 2","False","False"
"S","290484","Unsettled","425732","Unsettled: Taawa","False","False"
"S","290484","Unsettled","425733","Unsettled: Vo'qorr","False","False"
"S","290484","Unsettled","341024","Unsettled: Yendraal","False","False"
"S","380707","Vindication: Archive of the Ancients","427302","Vindication: Dreams & Nightmares","False","False"
"S","380707","Vindication: Archive of the Ancients","404514","Vindication: Remnants of the Ancients","False","False"
"S","337627","Voidfall","455819","Voidfall: Resurgence","False","False"
"S","337627","Voidfall","465117","Voidfall: The Last Novarch","False","False"
"A","115746","War of the Ring: Second Edition","407813","War of the Ring: Kings and Lords of Middle-Earth – Limited Edition","False","False"
"A","115746","War of the Ring: Second Edition","299490","War of the Ring: Kings of Middle-earth","False","False"
"A","115746","War of the Ring: Second Edition","132430","War of the Ring: Lords of Middle-earth – Treebeard Mini-Expansion","False","False"
"A","115746","War of the Ring: Second Edition","188886","War of the Ring: Scenario – The Breaking of the Fellowship","False","False"
"A","115746","War of the Ring: Second Edition","463030","War of the Ring: Sieges of Middle-earth","False","False"
"A","115746","War of the Ring: Second Edition","339076","War of the Ring: The Fate of Erebor","False","False"
"A","115746","War of the Ring: Second Edition","409927","War of the Ring: The Seeing Stones","False","False"
"A","115746","War of the Ring: Second Edition","210039","War of the Ring: Warriors of Middle-earth – Tidings Not Burdens Mini-Expansion","False","False"
"A","296237","Warp's Edge","321438","Warp's Edge: Viren Invasion","False","False"
"A","237179","Weather Machine","369931","Weather Machine: Upgrade Pack","False","False"
"S","82222","Xia: Legends of a Drift System","200200","Xia: Print and Play Mini Expansion","False","False"
