"tier","base_bgg_id","base_name","expansion_id","expansion_name","is_fan","is_promo"
"S","348877","Lobotomy 2: Manhunt","376889","Lobotomy 2: Manhunt – Criminally Insane Character Expansion","False","False"
"S","348877","Lobotomy 2: Manhunt","368766","Lobotomy 2: Manhunt – Hell Level Expansion","False","False"
"S","348877","Lobotomy 2: Manhunt","368735","Lobotomy 2: Manhunt – Inferno Expansion","False","False"
"S","348877","Lobotomy 2: Manhunt","368822","Lobotomy 2: Manhunt – Jazza Ward Character Expansion","False","False"
"S","348877","Lobotomy 2: Manhunt","368839","Lobotomy 2: Manhunt – Legacy Ward Character Expansion","False","False"
"S","348877","Lobotomy 2: Manhunt","368953","Lobotomy 2: Manhunt – Lobotomy 1 Monster Conversion Set","False","False"
"S","348877","Lobotomy 2: Manhunt","368987","Lobotomy 2: Manhunt – Lobotomy 1 Monsters: Classic","False","False"
"S","348877","Lobotomy 2: Manhunt","369415","Lobotomy 2: Manhunt – Lobotomy 1 Monsters: Cthulhu","False","False"
"S","348877","Lobotomy 2: Manhunt","434307","Lobotomy 2: Manhunt – Lobotomy 1 Monsters: Elite","False","False"
"S","348877","Lobotomy 2: Manhunt","369297","Lobotomy 2: Manhunt – Lobotomy 1 Monsters: From the Deep","False","False"
"S","348877","Lobotomy 2: Manhunt","368988","Lobotomy 2: Manhunt – Lobotomy 1 Monsters: Horror","False","False"
"S","348877","Lobotomy 2: Manhunt","368850","Lobotomy 2: Manhunt – Original Ward","False","False"
"S","348877","Lobotomy 2: Manhunt","368819","Lobotomy 2: Manhunt – Villain Ward Character Expansion","False","False"
"S","348877","Lobotomy 2: Manhunt","434308","Lobotomy II: Manhunt – Lobotomy 1 Monsters: Nightmare","False","False"
"S","167355","Nemesis","418446","Awaken Realms Vault: Story Dice – AR Board Game Dice Bundle Box","False","False"
"S","167355","Nemesis","295927","Nemesis: Achievement Cards","False","False"
"S","167355","Nemesis","256377","Nemesis: Aftermath & Void Seeders","False","False"
"S","167355","Nemesis","312736","Nemesis: Aftermath & Void Seeders & Medic","False","False"
"S","167355","Nemesis","297911","Nemesis: Blood Tests Deck","False","False"
"S","167355","Nemesis","245845","Nemesis: Carnomorphs","False","False"
"S","167355","Nemesis","274532","Nemesis: Crawl Deck","False","False"
"S","167355","Nemesis","386776","Nemesis: Story Dice Expansion – Intruder","False","False"
"S","167355","Nemesis","386781","Nemesis: Story Dice Expansion – Space Cat","False","False"
"A","310100","Nemesis: Lockdown","418446","Awaken Realms Vault: Story Dice – AR Board Game Dice Bundle Box","False","False"
"A","310100","Nemesis: Lockdown","245845","Nemesis: Carnomorphs","False","False"
"A","310100","Nemesis: Lockdown","321742","Nemesis: Lockdown – Stretch Goals","False","False"
"A","310100","Nemesis: Lockdown","335320","Nemesis: Lockdown – Untold Stories #3","False","False"
