"base_bgg_id","base_name","expansion_id","expansion_name","is_fan"
"170223","Centauri Saga","235615","Centauri Saga: Arena","False"
"170223","Centauri Saga","225322","Centauri Saga: Special Ops","False"
"232832","Century: Golem Edition","311200","Century: Golem Edition – Bonus Cards 1","False"
"232832","Century: Golem Edition","311201","Century: Golem Edition – Bonus Cards 2","False"
"209685","Century: Spice Road","382317","Century: Golden Deals","False"
"209685","Century: Spice Road","233621","Century: Spice Road – Bonus Cards","False"
"209685","Century: Spice Road","263751","Century: Spice Road – Bonus Cards 2","False"
"172287","Champions of Midgard","262004","Champions of Midgard: Asian Monsters","False"
"172287","Champions of Midgard","253733","Champions of Midgard: Bjorn Hammerblow the Fantastic promo","False"
"172287","Champions of Midgard","208305","Champions of Midgard: Despised Promo Card","False"
"172287","Champions of Midgard","237962","Champions of Midgard: Draudan and Bergrisar King Promo Cards","False"
"172287","Champions of Midgard","255258","Champions of Midgard: Gullinkambi Public Boat Promo","False"
"172287","Champions of Midgard","294542","Champions of Midgard: Illr Mia Monster Promo Card","False"
"172287","Champions of Midgard","234213","Champions of Midgard: Jalev the Adaptable Promo","False"
"172287","Champions of Midgard","245646","Champions of Midgard: Jarl Edition","False"
"172287","Champions of Midgard","264718","Champions of Midgard: Meeple Monster Promo Card","False"
"172287","Champions of Midgard","255259","Champions of Midgard: Mercenaries Land Journey Promo Card","False"
"172287","Champions of Midgard","255261","Champions of Midgard: Merchant Ship Promo Cards","False"
"172287","Champions of Midgard","203464","Champions of Midgard: Odin's Trial Promo Card","False"
"172287","Champions of Midgard","357337","Champions of Midgard: Polyhedral Dice Promo Tiles","False"
"172287","Champions of Midgard","207105","Champions of Midgard: SeeZam Promo Card","False"
"172287","Champions of Midgard","255260","Champions of Midgard: Shipwreck Journey Promo Cards","False"
"172287","Champions of Midgard","453582","Champions of Midgard: Solo Mode","False"
"172287","Champions of Midgard","219787","Champions of Midgard: The Dark Mountains","False"
"172287","Champions of Midgard","376919","Champions of Midgard: Tower Troll Promo Card","False"
"172287","Champions of Midgard","219788","Champions of Midgard: Valhalla","False"
"172287","Champions of Midgard","326886","Champions of Midgard: Valhalla – Dark Vordr Promo Card","False"
"172287","Champions of Midgard","290345","Champions of Midgard: Valhalla – Kes Bakyr","False"
"172287","Champions of Midgard","263674","Champions of Midgard: Valhalla – Sikling Promo Pack","False"
"172287","Champions of Midgard","194794","Champions of Midgard: Virtue Promo Card","False"
"172287","Champions of Midgard","344719","Чемпионы Мидгарда. Вальхалла и Тёмные горы","False"
"329226","Circadians: Chaos Order","373061","Circadians: Chaos Order – Harbingers Expansion","False"
"264052","Circadians: First Light","268913","Circadians: First Light – Allies Expansion","False"
"264052","Circadians: First Light","368403","Circadians: First Light – Specialists Expansion","False"
"214887","CO₂: Second Chance","270310","CO₂: Second Chance – Limited Pack Expansion and Upgrade","False"
"178900","Codenames","256951","Brettspiel Adventskalender 2018","False"
"178900","Codenames","421137","Codenames: 10 jarig Jubileum bonus set 2020 NL","False"
"178900","Codenames","213294","Codenames: Authors & Games","False"
"178900","Codenames","224198","Codenames: Bonus Pack – Board Gaming (English)","False"
"178900","Codenames","221824","Codenames: Bonus Pack – Board Gaming (German)","False"
"178900","Codenames","215603","Codenames: Bonus Pack – CGE Games","False"
"178900","Codenames","295466","Codenames: Bonus Pack – Literatur","False"
"178900","Codenames","387517","Codenames: Bonus Pack – Schweiz","False"
"178900","Codenames","293928","Codenames: Bonus Pack – Through the Ages","False"
"178900","Codenames","367802","Codenames: Bonus Pack – Webhallen","False"
"178900","Codenames","225039","Codenames: Bonuskaarten 2016","False"
"178900","Codenames","262581","Codenames: Bonuskaarten 2018","False"
"178900","Codenames","319890","Codenames: Bonuskaarten 2019","False"
"178900","Codenames","319891","Codenames: Bonuskaarten 2020","False"
"178900","Codenames","448679","Codenames: Brazil Promotional Expansion","False"
"178900","Codenames","234198","Codenames: Cartes promo – Personnalités","False"
"178900","Codenames","264856","Codenames: Cartes promo – Univers Geek","False"
"178900","Codenames","464602","Codenames: Fairy Tales Expansion Pack","False"
"178900","Codenames","227990","Codenames: Mini-Erweiterung – Weihnachten","False"
"178900","Codenames","464604","Codenames: Sci-Fi Expansion Pack","False"
"178900","Codenames","363088","Código Secreto: Expansão promocional Brasil","False"
"178900","Codenames","363092","Código Secreto: Expansão promocional Portugal","False"
"178900","Codenames","350213","Código Secreto: Expansión promocional Américas","False"
"178900","Codenames","292037","Código secreto: Expansión promocional Andalucía","False"
"178900","Codenames","342140","Código Secreto: Expansión promocional Argentina","False"
"178900","Codenames","318899","Código Secreto: Expansión promocional Chile","False"
"178900","Codenames","316876","Código Secreto: Expansión Promocional México","False"
"178900","Codenames","205611","Deutscher Spielepreis 2016 Goodie Box","False"
"178900","Codenames","240994","Fedőnevek: Magyar bónusz csomag","False"
"178900","Codenames","428507","Krycí jména: Bonusové karty – 10 let MINDOK","False"
"178900","Codenames","353668","Nome in Codice: Carte Bonus Comics and Games 2016","False"
"178900","Codenames","310511","Nome in Codice: Carte Bonus da Torneo","False"
"178900","Codenames","347651","Tajniacy: Agenci na kwarantannie","False"
"178900","Codenames","307032","Tajniacy: Fantastyczne Światy","False"
"178900","Codenames","234643","Tajniacy: Nowi Agenci","False"
"178900","Codenames","253443","Tajniacy: Obcy Agenci","False"
"178900","Codenames","234644","Tajniacy: Sami Nieswoi","False"
"178900","Codenames","377424","コードネーム　ボーナスパック　COOL JAPAN (Codenames: Bonus Pack – COOL JAPAN)","False"
"178900","Codenames","377425","コードネーム　ボーナスパック　JAPAN2020 (Codenames: Bonus Pack 2 – Japan 2020)","False"
"178900","Codenames","461847","코드네임: 미니획장1 – 합성어 동물 (Codenames: Mini-Expansion 1 – Compound Animals","False"
"283095","Cosmic Colonies","312963","Cosmic Colonies: Monumental Achievement Expansion","False"
"39463","Cosmic Encounter","380413","Cosmic Encounter: 8-player Combo Cards","False"
"39463","Cosmic Encounter","288318","Cosmic Encounter: Booster Promo Alien","False"
"39463","Cosmic Encounter","360372","Cosmic Encounter: Cosmic Odyssey","False"
"39463","Cosmic Encounter","367549","Cosmic Encounter: Demon Promo Alien","False"
"131357","Coup","374732","Coup: Bureaucrat Promo Card","False"
"131357","Coup","186356","Coup: Inquisition","False"
"131357","Coup","178527","Coup: Inquisitor Promo Card","False"
"131357","Coup","186524","Coup: Jester Promo Card","False"
"131357","Coup","148931","Coup: Reformation","False"
"131357","Coup","217578","Coup: Socialist","False"
"131357","Coup","186532","Coup: Speculator Promo","False"
"139976","Cthulhu Wars","234953","Cthulhu Wars: 6-8 Player Map Pack","False"
"139976","Cthulhu Wars","240259","Cthulhu Wars: Ancients","False"
"139976","Cthulhu Wars","238466","Cthulhu Wars: Astral Acolyte","False"
"139976","Cthulhu Wars","145034","Cthulhu Wars: Azathoth Expansion","False"
"139976","Cthulhu Wars","240263","Cthulhu Wars: Beyond Time and Space","False"
"139976","Cthulhu Wars","240755","Cthulhu Wars: Brown Jenkin","False"
"139976","Cthulhu Wars","278779","Cthulhu Wars: Bubastis","False"
"139976","Cthulhu Wars","414632","Cthulhu Wars: Buffthulhu","False"
"139976","Cthulhu Wars","240706","Cthulhu Wars: Cacodemon","False"
"139976","Cthulhu Wars","211166","Cthulhu Wars: Colour Out of Space Gate Pack","False"
"139976","Cthulhu Wars","198226","Cthulhu Wars: Cosmic Terrors Pack","False"
"139976","Cthulhu Wars","278645","Cthulhu Wars: Daemon Sultan","False"
"139976","Cthulhu Wars","240707","Cthulhu Wars: Dire Azathoth","False"
"139976","Cthulhu Wars","240754","Cthulhu Wars: Dire Cthulhu","False"
"139976","Cthulhu Wars","145038","Cthulhu Wars: Dreamlands Map Expansion","False"
"139976","Cthulhu Wars","278777","Cthulhu Wars: Giant Blind Albino Penguin","False"
"139976","Cthulhu Wars","312566","Cthulhu Wars: Glow in the Dark Cthulhu","False"
"139976","Cthulhu Wars","243182","Cthulhu Wars: Glow in the Dark Independent Great Old Ones","False"
"139976","Cthulhu Wars","198223","Cthulhu Wars: Great Old One Pack Four","False"
"139976","Cthulhu Wars","192088","Cthulhu Wars: Great Old One Pack One","False"
"139976","Cthulhu Wars","148815","Cthulhu Wars: Great Old One Pack Three","False"
"139976","Cthulhu Wars","192131","Cthulhu Wars: Great Old One Pack Two","False"
"139976","Cthulhu Wars","185335","Cthulhu Wars: Hound of Tindalos","False"
"139976","Cthulhu Wars","279899","Cthulhu Wars: Investigators","False"
"139976","Cthulhu Wars","198210","Cthulhu Wars: Library at Celaeno Map","False"
"139976","Cthulhu Wars","240264","Cthulhu Wars: Masks of Nyarlathotep","False"
"139976","Cthulhu Wars","400140","Cthulhu Wars: Nine to Eleven Player Earth Map","False"
"139976","Cthulhu Wars","240708","Cthulhu Wars: Nodens","False"
"139976","Cthulhu Wars","240258","Cthulhu Wars: Onslaught 3 Stretch Goal Box","False"
"139976","Cthulhu Wars","145036","Cthulhu Wars: Primeval Earth Map","False"
"139976","Cthulhu Wars","198227","Cthulhu Wars: Ramsey Campbell Horrors Pack 1","False"
"139976","Cthulhu Wars","198228","Cthulhu Wars: Ramsey Campbell Horrors Pack 2","False"
"139976","Cthulhu Wars","240261","Cthulhu Wars: Shaggai Map Expansion","False"
"139976","Cthulhu Wars","227537","Cthulhu Wars: Six to Eight Player Dreamlands Map","False"
"139976","Cthulhu Wars","145039","Cthulhu Wars: Six to Eight Player Earth Map","False"
"139976","Cthulhu Wars","227535","Cthulhu Wars: Six to Eight Player Library at Celaeno Map","False"
"139976","Cthulhu Wars","227536","Cthulhu Wars: Six to Eight Player Primeval Earth Map","False"
"139976","Cthulhu Wars","240262","Cthulhu Wars: Six to Eight Player Shaggai Map","False"
"139976","Cthulhu Wars","227538","Cthulhu Wars: Six to Eight Player Yuggoth Map","False"
"139976","Cthulhu Wars","360077","Cthulhu Wars: Smell like a Monster","False"
"139976","Cthulhu Wars","278778","Cthulhu Wars: Something About Cats","False"
"139976","Cthulhu Wars","198205","Cthulhu Wars: Tcho-Tcho","False"
"139976","Cthulhu Wars","278919","Cthulhu Wars: Tcho-Tcho Tribes","False"
"139976","Cthulhu Wars","145031","Cthulhu Wars: The Dreamlands Surface Monster Pack","False"
"139976","Cthulhu Wars","145030","Cthulhu Wars: The Dreamlands Underworld Monster Pack","False"
"139976","Cthulhu Wars","378664","Cthulhu Wars: The Dunwich Horror","False"
"139976","Cthulhu Wars","357021","Cthulhu Wars: The Eidolon miniature/card","False"
"139976","Cthulhu Wars","312683","Cthulhu Wars: The Elder Shoggoth","False"
"139976","Cthulhu Wars","322303","Cthulhu Wars: The Invasion","False"
"139976","Cthulhu Wars","356416","Cthulhu Wars: The Prophetess","False"
"139976","Cthulhu Wars","145032","Cthulhu Wars: The Sleeper Expansion","False"
"139976","Cthulhu Wars","268803","Cthulhu Wars: Unique High Priests","False"
"139976","Cthulhu Wars","145037","Cthulhu Wars: Yuggoth Map Expansion","False"
"139976","Cthulhu Wars","302501","Cthulhu: The Harbinger","False"
"139976","Cthulhu Wars","309877","Glorantha: The Gods War – Chaos Monsters","False"
"139976","Cthulhu Wars","256215","Glorantha: The Gods War – Cosmic Monsters","False"
"139976","Cthulhu Wars","309876","Glorantha: The Gods War – Dragons","False"
"139976","Cthulhu Wars","256216","Glorantha: The Gods War – Elder Races","False"
"139976","Cthulhu Wars","208007","Glorantha: The Gods War – Empires","False"
"139976","Cthulhu Wars","357043","Hastur Rising","False"
"139976","Cthulhu Wars","248310","Planet Apocalypse: Lady Scylla","False"
"139976","Cthulhu Wars","248312","Planet Apocalypse: Lord Asmod","False"
"139976","Cthulhu Wars","248321","Planet Apocalypse: Lord Great Cthulhu","False"
"139976","Cthulhu Wars","248309","Planet Apocalypse: Lord Jabootu","False"
"139976","Cthulhu Wars","248313","Planet Apocalypse: Lord Procrustes","False"
"139976","Cthulhu Wars","248311","Planet Apocalypse: Lord Pulgasaur","False"
"139976","Cthulhu Wars","248306","Planet Apocalypse: The Dragon Pack","False"
"139976","Cthulhu Wars","248308","Planet Apocalypse: The Pack of the Pit","False"
"139976","Cthulhu Wars","248322","Planet Apocalypse: The Power Pack","False"
"139976","Cthulhu Wars","248304","Planet Apocalypse: The Void Pack","False"
"326485","Cthulhu Wars: Duel","336605","Cthulhu Wars: Duel – Family Reunion","False"
"253344","Cthulhu: Death May Die","434227","Cthulhu: Death May Die – Atlach-Nacha Elder One Box","False"
"253344","Cthulhu: Death May Die","256988","Cthulhu: Death May Die – Black Goat of the Woods","False"
"253344","Cthulhu: Death May Die","330153","Cthulhu: Death May Die – CMON Comics: Vol. 1 Promos","False"
"253344","Cthulhu: Death May Die","376428","Cthulhu: Death May Die – CMON Comics: Vol. 2 Promos","False"
"253344","Cthulhu: Death May Die","411558","Cthulhu: Death May Die – Dark Providence Investigators","False"
"253344","Cthulhu: Death May Die","434955","Cthulhu: Death May Die – Exclusive Insanities","False"
"253344","Cthulhu: Death May Die","435358","Cthulhu: Death May Die – Extra Campaigns","False"
"253344","Cthulhu: Death May Die","374972","Cthulhu: Death May Die – Fear of the Unknown: Animal Allies","False"
"253344","Cthulhu: Death May Die","454854","Cthulhu: Death May Die – Godzilla Rising","False"
"253344","Cthulhu: Death May Die","425623","Cthulhu: Death May Die – Godzilla Vs Cthulhu","False"
"253344","Cthulhu: Death May Die","374971","Cthulhu: Death May Die – Ithaqua the Wind-Walker","False"
"253344","Cthulhu: Death May Die","260936","Cthulhu: Death May Die – R'lyeh Rising","False"
"253344","Cthulhu: Death May Die","372432","Cthulhu: Death May Die – R'lyehian Seizures Promo","False"
"253344","Cthulhu: Death May Die","429775","Cthulhu: Death May Die – Robinson Crusoe Investigator","False"
"253344","Cthulhu: Death May Die","256987","Cthulhu: Death May Die – Scarlett Hayes","False"
"253344","Cthulhu: Death May Die","374590","Cthulhu: Death May Die – Season 4 Expansion","False"
"253344","Cthulhu: Death May Die","434938","Cthulhu: Death May Die – Season 6","False"
"253344","Cthulhu: Death May Die","256986","Cthulhu: Death May Die – Unspeakable Box","False"
"253344","Cthulhu: Death May Die","256985","Cthulhu: Death May Die – Yog–Sothoth","False"
"253344","Cthulhu: Death May Die","372781","Iron Maiden Pack #1","False"
"253344","Cthulhu: Death May Die","372782","Iron Maiden Pack #2","False"
"253344","Cthulhu: Death May Die","372783","Iron Maiden Pack #3","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","434227","Cthulhu: Death May Die – Atlach-Nacha Elder One Box","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","256988","Cthulhu: Death May Die – Black Goat of the Woods","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","375371","Cthulhu: Death May Die – Bonus Relic Cards","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","330153","Cthulhu: Death May Die – CMON Comics: Vol. 1 Promos","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","376428","Cthulhu: Death May Die – CMON Comics: Vol. 2 Promos","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","411558","Cthulhu: Death May Die – Dark Providence Investigators","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","434955","Cthulhu: Death May Die – Exclusive Insanities","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","435358","Cthulhu: Death May Die – Extra Campaigns","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","374972","Cthulhu: Death May Die – Fear of the Unknown: Animal Allies","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","425689","Cthulhu: Death May Die – Fear of the Unknown: R'lyeh Rising","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","454854","Cthulhu: Death May Die – Godzilla Rising","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","425623","Cthulhu: Death May Die – Godzilla Vs Cthulhu","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","374971","Cthulhu: Death May Die – Ithaqua the Wind-Walker","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","372432","Cthulhu: Death May Die – R'lyehian Seizures Promo","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","429775","Cthulhu: Death May Die – Robinson Crusoe Investigator","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","256987","Cthulhu: Death May Die – Scarlett Hayes","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","374590","Cthulhu: Death May Die – Season 4 Expansion","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","434938","Cthulhu: Death May Die – Season 6","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","375366","Cthulhu: Death May Die – Unknowable Box","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","256986","Cthulhu: Death May Die – Unspeakable Box","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","256985","Cthulhu: Death May Die – Yog–Sothoth","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","372781","Iron Maiden Pack #1","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","372782","Iron Maiden Pack #2","False"
"373600","Cthulhu: Death May Die – Fear of the Unknown","372783","Iron Maiden Pack #3","False"
"312251","Curious Cargo","325483","Curious Cargo: Pre-Order Promos","False"
"247567","D-Day Dice Pocket","293896","D-Day Dice: Patriots & Smugglers","False"
"376747","Deep Dive","399879","Deep Dive: Wild Food","False"
"183571","Deep Space D-6","228890","Deep Space D-6: The Endless","False"
"194594","Dice Forge","255631","Dice Forge: Chimera","False"
"194594","Dice Forge","319710","Dice Forge: Dice Tower","False"
"194594","Dice Forge","295132","Dice Forge: Harpies","False"
"194594","Dice Forge","255354","Dice Forge: Mother of Monsters","False"
"194594","Dice Forge","276012","Dice Forge: Nymph","False"
"194594","Dice Forge","367228","Dice Forge: Piranha Princesse","False"
"194594","Dice Forge","258003","Dice Forge: Rebellion","False"
"194594","Dice Forge","268363","Dice Forge: Rebellion – Hera Promo Card","False"
"194594","Dice Forge","268362","Dice Forge: Rebellion – The Pegasus Promo Card","False"
"194594","Dice Forge","268365","Dice Forge: Rebellion – The Wheel of Fortune Promo Card","False"
"194594","Dice Forge","276013","Dice Forge: Seagull Magician","False"
"194594","Dice Forge","348813","Dice Forge: The Horn of Plenty promo card","False"
"210296","DinoGenics","430990","Deep Shelf: DinoGenics Crossover Expansion","False"
"210296","DinoGenics","307232","DinoGenics: Breaking News Promo Cards","False"
"210296","DinoGenics","429029","DinoGenics: New Arrivals","False"
"221194","Dinosaur Island","272394","Dinosaur Island:  Dice Tower – Mandi and Suzanne Promo Card","False"
"221194","Dinosaur Island","272395","Dinosaur Island:  Dice Tower – Sam and Zee Promo Card","False"
"221194","Dinosaur Island","272396","Dinosaur Island:  Dice Tower – Tom and Eric Promo Card","False"
"221194","Dinosaur Island","265086","Dinosaur Island: Dice Tower Promo Cards","False"
"221194","Dinosaur Island","266839","Dinosaur Island: Mascot Promo Card","False"
"221194","Dinosaur Island","289938","Dinosaur Island: Space Dinosaur Promo","False"
"318009","Dinosaur Island: Rawr 'n Write","405802","Dinosaur Island: Rawr 'n Write – Dice Wrangler Promo Card","False"
"317457","Dinosaur World","347524","Dinosaur World: Add On Pack","False"
"317457","Dinosaur World","377034","Dinosaur World: Lawyer Promo Card","False"
"317457","Dinosaur World","452619","Dinosaur World: Pandasaurus HQ","False"
"317457","Dinosaur World","356111","Dinosaur World: The Dice Tower Attraction Tile","False"
"331401","Dog Park","396804","Dog Park: Dogs of the World Expansion Pack","False"
"331401","Dog Park","346847","Dog Park: European Dogs Expansion","False"
"331401","Dog Park","346845","Dog Park: Famous Dogs Expansion","False"
"331401","Dog Park","381242","Dog Park: New Tricks","False"
"253786","Don't Mess with Cthulhu Deluxe","258000","Don't Mess with Cthulhu: Double Agent","False"
"283355","Dune","346083","Dune: CHOAM & Richese","False"
"283355","Dune","377511","Dune: Ecaz & Moritani","False"
"329713","Dune: House Secrets","393759","Dune: House Secrets – Bonus Pack","False"
"316554","Dune: Imperium","426129","Dune: Imperium – Bloodlines","False"
"316554","Dune: Imperium","343598","Dune: Imperium – Boundless Ambition Promo Card","False"
"316554","Dune: Imperium","472822","Dune: Imperium – Conspiracy","False"
"316554","Dune: Imperium","345692","Dune: Imperium – Duncan, Loyal Blade Promo Card","False"
"316554","Dune: Imperium","367466","Dune: Imperium – Immortality","False"
"316554","Dune: Imperium","326431","Dune: Imperium – Jessica of Arrakis Promo Card","False"
"316554","Dune: Imperium","374597","Dune: Imperium – Piter, Genius Advisor Promo Card","False"
"316554","Dune: Imperium","441634","Dune: Imperium – Pivotal Gambit Promo Card","False"
"316554","Dune: Imperium","342031","Dune: Imperium – Rise of Ix","False"
"316554","Dune: Imperium","434489","Dune: Imperium – Ruthless Leadership Promo Card","False"
"316554","Dune: Imperium","392622","Dune: Imperium – Thumper Promo Card","False"
"367150","Dune: War for Arrakis","446237","Dune: War for Arrakis - Ecological Testing Station Cards","False"
"367150","Dune: War for Arrakis","446802","Dune: War for Arrakis – Exclusive Extras","False"
"246900","Eclipse: Second Dawn for the Galaxy","356743","Eclipse: Neue Gefahren","False"
"246900","Eclipse: Second Dawn for the Galaxy","381603","Eclipse: Second Dawn for the Galaxy – Expanded Galaxy","False"
"246900","Eclipse: Second Dawn for the Galaxy","305954","Eclipse: Second Dawn for the Galaxy – Galactic Events","False"
"246900","Eclipse: Second Dawn for the Galaxy","375216","Eclipse: Second Dawn for the Galaxy – Gamemat","False"
"246900","Eclipse: Second Dawn for the Galaxy","305950","Eclipse: Second Dawn for the Galaxy – Minor Species","False"
"246900","Eclipse: Second Dawn for the Galaxy","368378","Eclipse: Second Dawn for the Galaxy – Outcasts","False"
"246900","Eclipse: Second Dawn for the Galaxy","366202","Eclipse: Second Dawn for the Galaxy – Remnants of Worlds Afar","False"
"246900","Eclipse: Second Dawn for the Galaxy","305955","Eclipse: Second Dawn for the Galaxy – Rift Cannon","False"
"246900","Eclipse: Second Dawn for the Galaxy","368377","Eclipse: Second Dawn for the Galaxy – Seekers","False"
"246900","Eclipse: Second Dawn for the Galaxy","294546","Eclipse: Second Dawn for the Galaxy – Supernova","False"
"246900","Eclipse: Second Dawn for the Galaxy","350921","Eclipse: Second Dawn for the Galaxy – Turn Order Variant","False"
"246900","Eclipse: Second Dawn for the Galaxy","381605","Eclipse: Second Dawn for the Galaxy – Warped Universe","False"
"246900","Eclipse: Second Dawn for the Galaxy","303298","Eclipse: Second Dawn for the Galaxy – Worlds Afar Collection","False"
"100423","Elder Sign","237518","Elder Sign: Arkham Nights 2017 Promotional Investigator Cards","False"
"100423","Elder Sign","263228","Elder Sign: Daniela Reyes Promo Card","False"
"100423","Elder Sign","116304","Elder Sign: Daoloth Promo Card","False"
"100423","Elder Sign","198045","Elder Sign: Grave Consequences","False"
"100423","Elder Sign","207867","Elder Sign: Hastur Promo Card","False"
"100423","Elder Sign","189807","Elder Sign: Omens of Ice","False"
"100423","Elder Sign","132684","Elder Sign: Shub-Niggurath Promo Card","False"
"100423","Elder Sign","167930","Elder Sign: The Dark God Promo Card","False"
"100423","Elder Sign","129415","Elder Sign: The Hand of Solace – Promotional Adventure Card","False"
"100423","Elder Sign","131931","Elder Sign: The Log of the Persephone – Promotional Adventure Card","False"
"100423","Elder Sign","184253","Elder Sign: Ubbo-Sathla Promo Card","False"
"100423","Elder Sign","137479","Elder Sign: Unseen Forces","False"
"100423","Elder Sign","150884","Elder Sign: Yog-Sothoth Promo Card","False"
"68425","Eminent Domain","177849","Eminent Domain: Base Game Scenarios Promo","False"
"68425","Eminent Domain","86780","Eminent Domain: Bonus Planets","False"
"68425","Eminent Domain","168586","Eminent Domain: Cygnus Planet Promo","False"
"68425","Eminent Domain","110863","Eminent Domain: Elusive/Exclusive Victory Promo","False"
"68425","Eminent Domain","136313","Eminent Domain: Escalation","False"
"68425","Eminent Domain","163639","Eminent Domain: Exotica","False"
"68425","Eminent Domain","232135","Eminent Domain: Oblivion","False"
"218509","Empires of the Void II","265664","Empires of the Void II: General Event Cards","False"
"218509","Empires of the Void II","274653","Empires of the Void II: Hogran Promo Cards","False"
"218509","Empires of the Void II","274721","The Red Raven Fan Box #1","False"
"280794","Etherfields","418446","Awaken Realms Vault: Story Dice – AR Board Game Dice Bundle Box","False"
"280794","Etherfields","291130","Etherfields: 5th Player Expansion","False"
"280794","Etherfields","355873","Etherfields: Awakened Items & Actions","False"
"280794","Etherfields","291131","Etherfields: Funeral Witch Campaign","False"
"280794","Etherfields","358880","Etherfields: Kittenburg Expansion","False"
"280794","Etherfields","309202","Etherfields: Search Mini Deck","False"
"280794","Etherfields","381209","Etherfields: Shifting Story Promo Deck","False"
"280794","Etherfields","290840","Etherfields: Sphinx Campaign","False"
"280794","Etherfields","386805","Etherfields: Story Dice Expansion","False"
"280794","Etherfields","291126","Etherfields: Thorn Knight","False"
"133848","Euphoria: Build a Better Dystopia","181417","Euphoria: Participate In The Game or Watch It Played","False"
"382843","Evacuation","411362","Evacuation: P1 – Dice Tower 2024 Promo Card","False"
"382843","Evacuation","430466","Evacuation: P2 – MvM Promo Card","False"
"382843","Evacuation","415736","Evacuation: P3 – Italian Edition Promo Card","False"
"382843","Evacuation","415124","Evacuation: P4 – Spielbox Promo Card","False"
"382843","Evacuation","402811","Evacuation: SPIEL '23 Promo Card","False"
"292126","Excavation Earth","345047","Excavation Earth: Junk Tiles Promo Pack","False"
"292126","Excavation Earth","328580","Excavation Earth: Pretty Boxes & Ancient Artefacts","False"
"122842","Exodus: Proxima Centauri","186955","Exodus: Edge of Extinction – Kickstarter Edition","False"
"122842","Exodus: Proxima Centauri","189970","Exodus: Edge of Extinction – Kickstarter Limited Action Cards","False"
"122842","Exodus: Proxima Centauri","189971","Exodus: Edge of Extinction – Kickstarter Limited Political Cards","False"
"122842","Exodus: Proxima Centauri","134231","Exodus: Generals","False"
"122842","Exodus: Proxima Centauri","265063","Exodus: Proxima Centauri – ECID-S14 Mini-Expansion","False"
"122842","Exodus: Proxima Centauri","237410","Exodus: Proxima Centauri – Ymnighet Mini-Expansion","False"
"122842","Exodus: Proxima Centauri","134232","Exodus: Supplies bonus card","False"
"172225","Exploding Kittens","209454","Blackbox Press kit","False"
"172225","Exploding Kittens","477504","Exploding Kittens: Aggro Kittens","False"
"172225","Exploding Kittens","312667","Exploding Kittens: Barking Kittens","False"
"172225","Exploding Kittens","477505","Exploding Kittens: Creepy Kittens","False"
"172225","Exploding Kittens","204053","Exploding Kittens: Imploding Kittens","False"
"172225","Exploding Kittens","260214","Exploding Kittens: Streaking Kittens","False"
"172225","Exploding Kittens","232697","Hidden Compartment Pack: Expansion for Cards Against Humanity and Exploding Kittens","False"
"172225","Exploding Kittens","372808","Zombie Kittens: Not the Full Game. Just the 22 Expansion Cards","False"
"223040","Fantasy Realms","232120","Fantasy Realms: Jester Promo Card","False"
"223040","Fantasy Realms","347476","Fantasy Realms: Phoenix Promo Card","False"
"223040","Fantasy Realms","315200","Fantasy Realms: The Cursed Hoard","False"
"198609","Fate of the Elder Gods","232966","Fate of the Elder Gods: Azathoth","False"
"198609","Fate of the Elder Gods","245975","Fate of the Elder Gods: Beasts From Beyond – Ghoul","False"
"198609","Fate of the Elder Gods","245973","Fate of the Elder Gods: Beasts From Beyond – Shan","False"
"198609","Fate of the Elder Gods","303887","Fate of the Elder Gods: Cerulean Tendril","False"
"198609","Fate of the Elder Gods","232967","Fate of the Elder Gods: Promotional Cult Cards","False"
"345868","Federation","448124","Federation: Piracy","False"
"345868","Federation","459835","Federation: Piracy – Dice Tower AI Assistant Promo Card","False"
"277659","Final Girl","438604","Final Girl: A Demon in the Shadows","False"
"277659","Final Girl","438601","Final Girl: A Rotten Harvest","False"
"277659","Final Girl","440178","Final Girl: Accessories","False"
"277659","Final Girl","438599","Final Girl: Bad Times at Buddyland","False"
"277659","Final Girl","426353","Final Girl: Bleeding Heart","False"
